block_time,fee_schedule,fee_schedule_label,cohort,cohort_label,n,mean,std,median_R,p2_5,p25,p75,p97_5,source
5,toxicity,Toxicity,active,Active LPs,4878072,2537.683166399071,5469962.370620273,0.8689792176006281,-2.053136046933185,-0.0210470608944932,1.2616072853396334,2.952496934337661,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
5,toxicity,Toxicity,passive,Passive LPs,4888735,0.5767815991484381,1.7201937054743075,0.8491528511244097,-2.081877212711187,-0.0330738958280715,1.234853012709141,2.7044652017307813,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
5,toxicity,Toxicity,jiter,Jiter,1079253,0.1189904642190759,1.215215865449979,0.5766500238619087,-1.988627506404618,-0.9722004169377584,1.034842913319299,1.8874165194567976,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
5,volatility_cex,Volatility (CEX),active,Active LPs,4971960,544.3537724900237,790252.7447172671,0.8963056966231553,-2.629204096941063,-0.0965479353589459,1.6714169263044991,4.309034600145926,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
5,volatility_cex,Volatility (CEX),passive,Passive LPs,4976150,0.7655647010548672,1.960714031213601,0.8690317106030993,-2.652119479166588,-0.1101432072428942,1.62930046557614,4.098926676093174,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
5,volatility_cex,Volatility (CEX),jiter,Jiter,744667,-0.0658506890021987,1.62236242019735,0.0746569787780913,-3.2479753122064605,-1.0976233902009829,0.9763656001135824,2.7768429148827733,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
5,volatility_dex,Volatility (DEX),active,Active LPs,4940096,3.1285319147684083,3846.138703771167,0.9084284045996875,-3.3462545178750016,-0.197337109268802,2.0337556499390024,6.6219960540891805,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
5,volatility_dex,Volatility (DEX),passive,Passive LPs,4953501,0.9666718070411084,9.58978422345045,0.8777211333489597,-3.422927693195009,-0.2107100974203993,1.955586607172253,6.237883226818928,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
5,volatility_dex,Volatility (DEX),jiter,Jiter,762443,-0.1367772814881636,1.7119251970356284,-0.0427343471688957,-3.56248677463609,-1.0667711212648667,0.9045288381857208,2.833894122212871,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
6,static,Static,active,Active LPs,23855509,19.83609236731124,34583.764769972586,1.826578858731308,-18.965561785885363,-2.0645898505462634,6.625999206874591,25.73478427465449,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_over_dFees_summary.csv
6,static,Static,passive,Passive LPs,23863081,2.1867740782979888,34.72077875603371,1.7492892203358603,-24.84302841739172,-2.21292530951512,6.552841798283286,29.895689591819536,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_over_dFees_summary.csv
6,static,Static,jiter,Jiter,4162,-12.195716235217745,11.921704496357648,-9.295284476496626,-42.6378523501037,-15.481911206302907,-5.284141250409215,-0.2483601478402796,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_over_dFees_summary.csv
6,toxicity,Toxicity,active,Active LPs,5131549,13555.660473565284,23120606.922558803,0.8169096256430842,-2.048320365933973,-0.0603138471668923,1.246248345715279,2.989041364763463,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
6,toxicity,Toxicity,passive,Passive LPs,5142310,0.5623500303275684,18.604064013998947,0.7960590064190682,-2.0941219003105087,-0.0744607575102993,1.2213677166272874,2.750686067671806,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
6,toxicity,Toxicity,jiter,Jiter,1318472,0.1326341441432389,1.2155867837062402,0.5745120762360124,-1.98297853289041,-0.9537646581728088,1.0394927838847274,1.9305089314233232,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
6,volatility_cex,Volatility (CEX),active,Active LPs,5196206,-2039.3416857391608,6201476.260999288,0.8140854042747181,-2.571559637742635,-0.12945878657856,1.6234964354975578,4.209873428765477,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
6,volatility_cex,Volatility (CEX),passive,Passive LPs,5200203,0.7224394550247093,2.2429519913821605,0.7863866735001482,-2.6066281206157904,-0.1443135848855235,1.5821515314536665,4.013598040058295,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
6,volatility_cex,Volatility (CEX),jiter,Jiter,987195,-0.0189963380627573,1.6088073653669286,0.1130423382314526,-3.1687178255500457,-1.0491873735071158,1.003491778829844,2.843544269641665,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
6,volatility_dex,Volatility (DEX),active,Active LPs,5173215,578.9284896926646,1002057.7089785766,0.8126763025885717,-3.203592457617298,-0.2202836194846753,1.9429293450714376,6.303665552903617,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
6,volatility_dex,Volatility (DEX),passive,Passive LPs,5187472,0.8948642063204426,3.126352558120712,0.7823683459405009,-3.292928336488904,-0.2339254627645548,1.865673760989356,5.943041641075381,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
6,volatility_dex,Volatility (DEX),jiter,Jiter,1015779,-0.0860468031480235,1.7012825039356851,-0.0010237270754043,-3.485584423800652,-1.0318132000027156,0.933265003096556,2.944142190247657,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_over_dFees_summary.csv
7,static,Static,active,Active LPs,24428273,11.842366591910151,12398.079324226168,1.7129080308268323,-21.2728938890093,-2.48557197179664,7.086735653838038,28.43491855462628,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_over_dFees_summary.csv
7,static,Static,passive,Passive LPs,24428959,2.175092874607737,265.7144997321843,1.6331297186376104,-29.106869708969203,-2.698322474386858,7.064591822324632,34.64358413699658,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_over_dFees_summary.csv
