block_time,fee_schedule,fee_schedule_label,cohort,cohort_label,n,mean,std,median_delta_lvr,median_delta_lvr_x1e3,p2_5,p25,p75,p97_5,source
7,volatility_cex,Volatility (CEX),jiter,Jiter,1232505,-0.0048632695364266,0.1594881914237296,0.0003991166859407,0.3991166859407,-0.253485516018899,-0.0136443353238746,0.014596486699645,0.2013622999276029,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
7,volatility_dex,Volatility (DEX),active,Active LPs,6367450,0.0685704875700056,0.3376363427776789,0.0022889484457664,2.2889484457664,-0.08852294634585,-0.000242241270322,0.0443612785593203,0.6472539440991772,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
7,volatility_dex,Volatility (DEX),passive,Passive LPs,6367450,0.0032575558097769,0.0573841903314937,0.0001213292962312,0.1213292962312,-0.0064729461693229,-1.566455286905466e-05,0.0026272654508033,0.0372198403398914,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
7,volatility_dex,Volatility (DEX),jiter,Jiter,1303189,-0.0070403675408239,0.1480600270943004,5.59519297667066e-05,0.0559519297667066,-0.2539468480151413,-0.0143331227088197,0.0119653846492671,0.1886392192052539,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
8,static,Static,active,Active LPs,25919950,0.01403396086215,0.1778923531498805,0.0003193936629848,0.3193936629848,-0.1097087237736464,-0.0015624844199607,0.0084786784182528,0.2240148023534028,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
8,static,Static,passive,Passive LPs,25919950,0.0039882704263834,0.1873735897264018,0.0003734984059313,0.3734984059313,-0.203730985148473,-0.001958094639842,0.007140222766134,0.2255178136966565,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
8,static,Static,jiter,Jiter,7368,-0.10687570805452,0.2095101716143885,-0.0380048362561033,-38.004836256103296,-0.6452770524343211,-0.1141433210085076,-0.0105781370434966,-5.636671554595636e-05,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
8,toxicity,Toxicity,active,Active LPs,6367450,0.1443629681163073,0.539435156829579,0.009403041397279,9.403041397279,-0.1066157459643303,-1.1257874110270905e-05,0.102624560540465,1.260267112987863,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
8,toxicity,Toxicity,passive,Passive LPs,6367450,0.0034302159554755,0.0370717067271845,0.0002034994772799,0.2034994772799,-0.0033507681955078,-5.826303249893866e-06,0.0028547161257708,0.0331342024208125,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
8,toxicity,Toxicity,jiter,Jiter,1773518,0.0079642001966509,0.2895432248299218,0.0035835910309316,3.5835910309315997,-0.4175761390509795,-0.022218396348472,0.0413237631801318,0.4380289594609236,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
8,volatility_cex,Volatility (CEX),active,Active LPs,6367450,0.10206081875263,0.4201318189762152,0.0049598503856614,4.9598503856614,-0.0935896988999068,-0.0002075958932202,0.072075347110638,0.9053788401940313,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
8,volatility_cex,Volatility (CEX),passive,Passive LPs,6367450,0.0035117126468636,0.0546388225063105,0.0001801473046793,0.1801473046793,-0.0050158202924323,-1.0590445527559278e-05,0.002935146931156,0.0333531849429345,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
8,volatility_cex,Volatility (CEX),jiter,Jiter,1467527,-0.0040404224972769,0.1660275799196368,0.0005215712702623,0.5215712702623,-0.2637625417474942,-0.0140404959894327,0.0162401950476578,0.2170092559995629,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
8,volatility_dex,Volatility (DEX),active,Active LPs,6367450,0.0759876181112751,0.3613996532945623,0.0030890193286998,3.0890193286998002,-0.1002206439058835,-0.0005804989369256,0.0515011800203975,0.7180399473063099,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
8,volatility_dex,Volatility (DEX),passive,Passive LPs,6367450,0.0036252260908381,0.0625591131007987,0.0001624418322109,0.1624418322109,-0.0075219884035997,-3.40412948567547e-05,0.0030133782322428,0.0421408474229142,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
8,volatility_dex,Volatility (DEX),jiter,Jiter,1577408,-0.0062012299896016,0.1563625101554102,0.0001373589092779,0.1373589092779,-0.2662907593869118,-0.0147625706947316,0.0137345521218028,0.2058934332042899,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
9,static,Static,active,Active LPs,25919950,0.0138264712148046,0.1808722911070123,0.0002833551414765,0.2833551414765,-0.1126801239335691,-0.0018256207849158,0.008191553121086,0.2276516875807898,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
9,static,Static,passive,Passive LPs,25919950,0.0045459555935806,0.2001016590154685,0.000431984479881,0.431984479881,-0.2480622788049991,-0.0029910477280926,0.0089359363784176,0.2733228021472997,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
9,static,Static,jiter,Jiter,9151,-0.112913283119511,0.2160581064762627,-0.0389607606395323,-38.960760639532296,-0.6659019851718824,-0.1200007412255222,-0.0112110586197677,-7.897365535183541e-05,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
9,toxicity,Toxicity,active,Active LPs,6367450,0.1705576954265574,0.6230903261183914,0.0122182721735648,12.2182721735648,-0.1217337520417229,-3.2408285846941e-05,0.1225648611670589,1.4819853185458054,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
9,toxicity,Toxicity,passive,Passive LPs,6367450,0.0037805087378113,0.0387982612735996,0.0002397058080477,0.2397058080477,-0.0035610516171627,-7.519276274828922e-06,0.0031086333859423,0.0366710115652764,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
9,toxicity,Toxicity,jiter,Jiter,1950950,0.0094845411511202,0.3059806882255038,0.0039200267946739,3.9200267946738996,-0.4448706378169023,-0.0239849830527071,0.0455427012093645,0.4745968136529258,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
9,volatility_cex,Volatility (CEX),active,Active LPs,6367450,0.1107251906068428,0.4492787757141051,0.0059855663952426,5.9855663952426,-0.1045835002498601,-0.0005459854173503,0.0802153477532806,0.9863194212753562,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
9,volatility_cex,Volatility (CEX),passive,Passive LPs,6367450,0.0038610657603341,0.0589266331795987,0.0002147071651438,0.2147071651438,-0.0057164772558725,-2.109132345819879e-05,0.0032467846211463,0.0369984998801148,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
9,volatility_cex,Volatility (CEX),jiter,Jiter,1734712,-0.0031851681443813,0.1747651947902074,0.0006042385004718,0.6042385004717999,-0.2735850105976745,-0.0147199348369876,0.0176651463484293,0.2316201403947201,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
9,volatility_dex,Volatility (DEX),active,Active LPs,6367450,0.0825802512883274,0.3853495728698572,0.0038868238228607,3.8868238228606997,-0.1116322701442853,-0.0009615691910274,0.0582419365422985,0.78178143412069,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
9,volatility_dex,Volatility (DEX),passive,Passive LPs,6367450,0.0039792366759205,0.0664782384163097,0.0002034819938364,0.20348199383639998,-0.0087230895084966,-5.613590229657655e-05,0.0033958956401052,0.0470865437005125,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
9,volatility_dex,Volatility (DEX),jiter,Jiter,1852022,-0.0054688564636908,0.1630911455255455,0.0002041666988853,0.2041666988853,-0.2775631729139215,-0.0155775693268317,0.0152803811863293,0.2220761318065227,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
10,static,Static,active,Active LPs,25919950,0.0137189308514447,0.184972198336018,0.0002685942922579,0.2685942922579,-0.1172316379073705,-0.0021296866417105,0.0081948537228994,0.2320679824797228,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
10,static,Static,passive,Passive LPs,25919950,0.0051105151644546,0.2112745114183895,0.0004888651409897,0.48886514098969996,-0.2870320643433152,-0.0042556198874138,0.0109253330628218,0.3165245128479635,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
10,static,Static,jiter,Jiter,11045,-0.1191146711931828,0.2318967577219604,-0.0423711129109306,-42.3711129109306,-0.6989382442384967,-0.13068107265304,-0.0115671869317521,-0.0001189172210983,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
10,toxicity,Toxicity,active,Active LPs,6367450,0.1888737825223723,0.6836956581389317,0.0147401140415626,14.740114041562599,-0.1355468931411924,-0.0003245055305609,0.1381248597980884,1.6337717184697194,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
10,toxicity,Toxicity,passive,Passive LPs,6367450,0.0040949312889934,0.0397195076907889,0.0002750335609079,0.2750335609079,-0.0038595903618508,-1.0437770064666312e-05,0.0033517276056005,0.0398949444702503,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
10,toxicity,Toxicity,jiter,Jiter,2153438,0.0109912209924447,0.3238219198281197,0.0042510189412325,4.2510189412325,-0.4738442590895189,-0.0256753031224364,0.0494352639496804,0.5103318625151803,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
10,volatility_cex,Volatility (CEX),active,Active LPs,6367450,0.1193662673921283,0.4751529333235167,0.0071554318009991,7.1554318009991,-0.1144035649705497,-0.0008953575806848,0.0887506234310314,1.062093912647237,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
10,volatility_cex,Volatility (CEX),passive,Passive LPs,6367450,0.0041935010406959,0.0608144808765579,0.0002524047299194,0.2524047299194,-0.0063670114543061,-3.313340395394313e-05,0.0035667843012301,0.0405944911927078,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
10,volatility_cex,Volatility (CEX),jiter,Jiter,1980995,-0.0025792616830302,0.1792874402710952,0.0007185064877745,0.7185064877745,-0.2810569257475552,-0.015252819465626,0.0193270665199634,0.2443776772720848,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
10,volatility_dex,Volatility (DEX),active,Active LPs,6367450,0.0905023137959478,0.4129232816038349,0.0047812281389268,4.7812281389268,-0.1243850042109282,-0.0013787035515243,0.0660998235503252,0.8528911106816477,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
10,volatility_dex,Volatility (DEX),passive,Passive LPs,6367450,0.0043597055268898,0.0694730580656245,0.0002436135002681,0.2436135002681,-0.0098742201785624,-7.861279323377982e-05,0.0037583937719066,0.0520683329999634,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
10,volatility_dex,Volatility (DEX),jiter,Jiter,2095889,-0.0048092285556233,0.1722135709592597,0.0002669145207082,0.2669145207082,-0.2911771288495026,-0.0164804085510468,0.0168567880269847,0.2383726123190341,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
11,static,Static,active,Active LPs,25919950,0.0139657303409037,0.1909566220515027,0.0002662433413724,0.2662433413724,-0.1237399324178649,-0.0024581105490932,0.0084999855297699,0.2418563061325086,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
11,static,Static,passive,Passive LPs,25919950,0.0057387919023073,0.2221544059058456,0.0005438431104704,0.5438431104704,-0.3195165769523229,-0.0056296750252428,0.013014690894338,0.3537394452108927,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
11,static,Static,jiter,Jiter,13312,-0.1161674978670159,0.216244838631348,-0.0454592703306162,-45.4592703306162,-0.6511309847799585,-0.1332323680758347,-0.0122145304853751,-9.74287613439787e-05,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
11,toxicity,Toxicity,active,Active LPs,6367450,0.212831540713325,0.7563033585049872,0.0174537827463667,17.4537827463667,-0.1513435731455505,-0.0007162320621928,0.1567966120819205,1.8411506370580468,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
11,toxicity,Toxicity,passive,Passive LPs,6367450,0.0043963129087816,0.0410399521987575,0.0003016138178413,0.3016138178413,-0.0041379393215716,-1.4261624876610313e-05,0.0035734564928429,0.0430096179925322,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
11,toxicity,Toxicity,jiter,Jiter,2311055,0.0127366672133258,0.3469098771768627,0.0045983442111037,4.598344211103701,-0.4988967044357116,-0.0274080239158998,0.0536559866943016,0.5455008315918558,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
11,volatility_cex,Volatility (CEX),active,Active LPs,6367450,0.1313938782166251,0.5091290521142096,0.0084761940161225,8.4761940161225,-0.1259927298408078,-0.0012620222199236,0.0993757543628996,1.1708679978706082,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
11,volatility_cex,Volatility (CEX),passive,Passive LPs,6367450,0.0045566544904904,0.0636266238508762,0.0002904394425467,0.2904394425467,-0.0071228238538149,-4.516266924442104e-05,0.003905417063033,0.0443978352930913,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
11,volatility_cex,Volatility (CEX),jiter,Jiter,2199667,-0.0017554985796062,0.1890866481778375,0.0008122535620247,0.8122535620247,-0.2941201032093181,-0.0160596097330956,0.0207921697531108,0.2614009109978102,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
11,volatility_dex,Volatility (DEX),active,Active LPs,6367450,0.0974245791432151,0.4319394727226612,0.0056697512161225,5.6697512161225,-0.1362262249293403,-0.001796466581717,0.0730857549064533,0.9167290648588144,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
11,volatility_dex,Volatility (DEX),passive,Passive LPs,6367450,0.0047630226522179,0.0715617340012854,0.0002892739439119,0.28927394391190003,-0.0112496965969266,-0.000103858436815,0.0041885063841335,0.0571347158603229,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
11,volatility_dex,Volatility (DEX),jiter,Jiter,2338332,-0.004088484574731,0.1773024760187834,0.0003529255083094,0.3529255083094,-0.3023490327220152,-0.0173033785153499,0.0186667829998867,0.2545103081739976,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
12,static,Static,active,Active LPs,25919950,0.0138250421405162,0.191668677816188,0.0002496771901448,0.2496771901448,-0.1274079020251258,-0.0027279785620065,0.0084694007320182,0.2453391165804745,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
12,static,Static,passive,Passive LPs,25919950,0.006320637093404,0.2309051976270644,0.0005879291128404,0.5879291128404,-0.3491755021170545,-0.0073423043152595,0.0153376675300052,0.3880253019364957,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
12,static,Static,jiter,Jiter,15349,-0.1238730456327843,0.2130789453280207,-0.0488388349554541,-48.838834955454104,-0.7080174610205057,-0.1413081426143465,-0.0135597740734607,-0.0001191568919751,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
12,toxicity,Toxicity,active,Active LPs,6367450,0.2419349312812806,0.8442200572881687,0.0208514266839696,20.8514266839696,-0.1660736482565734,-0.0010733556615777,0.1790404024312883,2.0844299609403163,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
12,toxicity,Toxicity,passive,Passive LPs,6367450,0.0047827377635084,0.0436027115547704,0.0003380933800569,0.3380933800569,-0.0043563604965235,-1.7432458538004474e-05,0.0038622574765131,0.0467263508040348,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
12,toxicity,Toxicity,jiter,Jiter,2455807,0.014130647537996,0.3647070031237905,0.0050428656588792,5.0428656588792,-0.5308990962533143,-0.0294271118827991,0.0582086534514906,0.5838456794210478,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
12,volatility_cex,Volatility (CEX),active,Active LPs,6367450,0.143151748827748,0.5414820403976344,0.0098216410819187,9.8216410819187,-0.1383284862269842,-0.0016478570627376,0.1099303952651561,1.2744405944917614,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
12,volatility_cex,Volatility (CEX),passive,Passive LPs,6367450,0.0048936235662247,0.0648984859330719,0.0003253168873323,0.3253168873323,-0.0077946068408245,-5.776342936582076e-05,0.0042119637579996,0.0480054540587046,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
12,volatility_cex,Volatility (CEX),jiter,Jiter,2407641,-0.0010924566381692,0.196983088298419,0.0009478190136178,0.9478190136178,-0.3072676847009771,-0.0168255853933487,0.0227108325466606,0.2779088417310383,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
12,volatility_dex,Volatility (DEX),active,Active LPs,6367450,0.105793871694401,0.4573804248189682,0.0066525531318544,6.6525531318544004,-0.1491777674719193,-0.0022643876269593,0.0815918409112465,0.9938900808205868,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
12,volatility_dex,Volatility (DEX),passive,Passive LPs,6367450,0.0051185329412038,0.0748365847213097,0.0003281339501586,0.32813395015860003,-0.0125532176310514,-0.0001280560639678,0.0045494570681932,0.0620497821378755,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
12,volatility_dex,Volatility (DEX),jiter,Jiter,2549690,-0.0034175242007721,0.1851932237900988,0.0004437057875747,0.4437057875747,-0.3155412672640622,-0.0182196038962629,0.0204961850559623,0.2727190676040905,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
13,static,Static,active,Active LPs,25919950,0.013586766258703,0.1965067472965449,0.0002156231508279,0.21562315082789998,-0.1276945236634731,-0.0027938173882955,0.0079209780103568,0.2456507001075376,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
13,static,Static,passive,Passive LPs,25919950,0.0069455443328772,0.2392890622524037,0.0006276850694921,0.6276850694921,-0.3775780832398328,-0.009438105911709,0.0180172648622056,0.4207454094095991,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
13,static,Static,jiter,Jiter,17202,-0.1304942537998374,0.2293728097628709,-0.0512868088453699,-51.286808845369904,-0.7369853862636079,-0.1520418002183631,-0.0144108780495138,-0.0001383698534231,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
13,toxicity,Toxicity,active,Active LPs,6367450,0.2682086555494226,0.9280688434187744,0.0239904516803884,23.9904516803884,-0.1814442786616533,-0.0014938178700698,0.1993536844978945,2.311200141939576,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
13,toxicity,Toxicity,passive,Passive LPs,6367450,0.0051041683579169,0.0440381159914694,0.0003702959875278,0.3702959875278,-0.0046432747958229,-2.2356212099339245e-05,0.0041186631130037,0.0501412728924099,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
13,toxicity,Toxicity,jiter,Jiter,2593280,0.0157623499223017,0.3847207680426956,0.0054385750359529,5.4385750359528995,-0.5573428187947269,-0.0312985547556701,0.0624910773000655,0.6213597228363056,/mnt/external/scenarios/model2_tox/lvr_vs_blocksize/toxicity_flow_model2_tox_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
13,volatility_cex,Volatility (CEX),active,Active LPs,6367450,0.1565282322973048,0.5828243433803315,0.0113797482765214,11.3797482765214,-0.1500124095625728,-0.0020278627309217,0.1221107631049035,1.3882244828950745,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
13,volatility_cex,Volatility (CEX),passive,Passive LPs,6367450,0.0052829215171382,0.0687732191570742,0.0003651331834663,0.3651331834663,-0.0085014049888129,-6.882092956168921e-05,0.0045701620517083,0.0519766453952132,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
13,volatility_cex,Volatility (CEX),jiter,Jiter,2590054,3.436324593913286e-05,0.2046792592788519,0.0010501419790784,1.0501419790784001,-0.3179773108270878,-0.017690568961408,0.0245586539079027,0.2975494798627067,/mnt/external/scenarios/model2_vol_cex/lvr_vs_blocksize/volatility_cex_flow_model2_vol_cex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
13,volatility_dex,Volatility (DEX),active,Active LPs,6367450,0.111432240072657,0.4785077987153823,0.0075421591372302,7.5421591372302,-0.1606823557933134,-0.0027081992539625,0.0882519646003515,1.0512585560652243,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
13,volatility_dex,Volatility (DEX),passive,Passive LPs,6367450,0.0055981008358716,0.0786759061229783,0.0003772599902572,0.3772599902572,-0.0143619686080002,-0.0001583709614774,0.0050245798581225,0.0686068963870444,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
13,volatility_dex,Volatility (DEX),jiter,Jiter,2793060,-0.0027144486306959,0.193190962430246,0.0005259842276548,0.5259842276548,-0.3276068258137951,-0.0193509092198064,0.0223212441932955,0.288975445115291,/mnt/external/scenarios/model2_vol_dex/lvr_vs_blocksize/volatility_dex_flow_model2_vol_dex_runs50_B2to16_seed10_step1_2/dLVR_summary.csv
14,static,Static,active,Active LPs,25919950,0.0134959345463144,0.1981228552242904,0.0002067881585821,0.20678815858209998,-0.1317582982553357,-0.0030392103240222,0.0079638000046359,0.2503562878015742,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
14,static,Static,passive,Passive LPs,25919950,0.0075650719463106,0.2469682097493817,0.000658813450302,0.658813450302,-0.4016265139893966,-0.0116510298242876,0.0207723295329564,0.4501769445189175,/mnt/external/scenarios/model2_static/lvr_vs_blocksize/static_flow_model2_static_runs50_B2to16_seed10_step1_6/dLVR_summary.csv
