cohort,block_time,n,mean,std,median,p2_5,p25,p75,p97_5
jiter,9,164844,0.14658880143296513,1.2284759441128328,0.5305916355376248,-2.0009391157408354,-0.915938654040424,1.045715792711454,2.0238994158056505
active,10,452310,85964.55202448244,42413222.07108071,0.6519741781021401,-1.9774028097244696,-0.12859726330765542,1.1824031212996675,3.0108957712522644
passive,10,452884,0.4997431006134202,2.0942879863091632,0.6336009898804371,-2.0692562297150676,-0.14594109150599688,1.1672331640133367,2.862382028218624
jiter,10,181000,0.14822523481019162,1.2292167765391784,0.5136331476782463,-1.9902004176414645,-0.9078799719096484,1.0445882155480233,2.0595510658354983
active,11,459270,1.0518438193509834,674.6817818749196,0.6213860206739246,-1.9475991659853813,-0.13216106991258944,1.1677860945801843,2.9853766383043663
passive,11,459816,0.5057101272213645,3.456223149452516,0.6054138995672405,-2.0567365686958268,-0.1514313475747612,1.1555917031595697,2.8956694025538585
jiter,11,195515,0.15874743367096222,1.2289451623204322,0.5201231468995872,-2.006343591573652,-0.8956972885714416,1.0484280678246525,2.090545319389003
active,12,465616,115641.33669963268,78907919.14040278,0.5981138754282127,-1.9048891862042536,-0.1303244274291836,1.155425693999053,2.962998479429161
passive,12,466203,0.4977134242883474,2.288954025345826,0.582379965789164,-2.0174092370762615,-0.14866383954645068,1.1454414405949167,2.883125719893595
jiter,12,211391,0.15682386571107443,1.2278891981507816,0.5020900536126705,-2.0058911009897353,-0.8893567661531631,1.0483678653304436,2.0962860922748487
active,13,470799,2.2687990772154607,1009.0821910430744,0.5762212541252203,-1.8757654206261931,-0.12759863330271348,1.142170170210119,2.985448410089568
passive,13,471131,0.49810653464599275,7.061720163466816,0.5622177017151134,-2.0074668887172704,-0.14567648382408846,1.1347015384441885,2.9351436565932247
jiter,13,226760,0.15377493723023536,1.2390520198578752,0.4845284635808272,-2.027484692438579,-0.8876627585797267,1.0453039866733216,2.1196115112798313
active,14,475341,0.9071925012344549,153.1299970761657,0.5498956639094689,-1.849228178214788,-0.12951787387022579,1.1293448951202747,2.953600388728284
passive,14,475658,0.5125860617492163,5.164704120369579,0.537363306066835,-1.9901488295658512,-0.14803555862977047,1.1270415734906996,2.9623044197914394
jiter,14,238020,0.15613386039643212,1.23973409365025,0.4742060263442702,-2.0349523836700194,-0.881263319641092,1.0451594220314258,2.1486252016094105
active,15,479024,1.5313868518678373,390.57116224760534,0.5354654431247406,-1.829471295338248,-0.12661007151704737,1.117882311100745,2.937236066441546
passive,15,479319,0.5286744144142921,15.11744195817173,0.5224375517584096,-1.9774175374264584,-0.14501470236587638,1.1190262702587712,2.965249740728481
jiter,15,249657,0.1626926826481124,1.2391197329884005,0.471593651048874,-2.032389860044726,-0.8693383343385392,1.0466780408670822,2.1675426249548573
active,16,482002,2.121719892989689,971.9018259394154,0.5166273826501463,-1.7981112846301281,-0.12490799121231812,1.1058416942221614,2.910709225359006
passive,16,482418,0.5173194766137807,6.264600223809215,0.5060857240439296,-1.9661780331743082,-0.14361770470111626,1.111196065201172,2.991888813516943
jiter,16,261646,0.15749993543860363,1.2482184409885648,0.4542389185485618,-2.0544044742597865,-0.8730871332260622,1.0437879586183447,2.1945605163887585
